GameFileName,GameName,GameDisplay,MediaSearch,Manufact,GameYear,NumPlayers,GameType,Category,GameTheme,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,Rom,Tags
Spanish Eyes (Williams 1972),Spanish Eyes (Williams 1972),Spanish Eyes (Williams 1972),,Williams,1972,1,EM,,Dancing - Music - Women - World Places,http://www.ipdb.org/machine.cgi?id=2265,2265,,Norm Clark,"Bord, Jbg4208, BorgDog, Popette, HauntFreaks",1.1a,,
Speakeasy (Playmatic 1977),Speakeasy (Playmatic 1977),Speakeasy (Playmatic 1977),,Playmatic,1977,4,EM,,American History - Cards - Gambling,https://www.ipdb.org/machine.cgi?id=2269,2269,,?,"JPSalas, Pedator, Stat, nFozzy, Rothbauerw, Loserman76",1.1.1,,
Spectrum (Bally 1982),Spectrum (Bally 1982),Spectrum (Bally 1982),,Bally,1982,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=2274,2274,,Claude Fernandez,32assassin,1.0,spectru4,
Spectrum (Bally 1982),Spectrum (Bally 1982),Spectrum (Bally 1982),,Bally,1982,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=2274,2274,,Claude Fernandez,"Arconovum, 32assassin",1.0 FSS Rev. R2.5,spectru4,
Speed Racer (Original 2017),Speed Racer (Original 2017),Speed Racer (Original 2017),,Original,2017,2,EM,,,Not Available,,,?,Hursty,1.0,,
Speed Test (Taito do Brasil 1982),Speed Test (Taito do Brasil 1982),Speed Test (Taito do Brasil 1982),,Taito do Brasil,1982,4,SS,,Sports - Auto Racing,http://www.ipdb.org/machine.cgi?id=4589,4589,,Greg Kmiec,"Jpsalas, Carlos Guizzo, Akiles50000, Pmax65",2.0.0,stest,
Spider-Man (Stern 2007),Spider-Man (Stern 2007),Spider-Man (Stern 2007),,Stern,2007,4,SS,,Licensed - Comics - Superheroes,http://www.ipdb.org/machine.cgi?id=5237,5237,,Steve Ritchie,Alessio,3.0,sman_261,
Spider-Man (Stern 2007),Spider-Man (Stern 2007),Spider-Man (Stern 2007),,Stern,2007,4,SS,,Licensed - Comics - Superheroes,http://www.ipdb.org/machine.cgi?id=5237,5237,,Steve Ritchie,"Ninuzzu, 85Vett, Alessio, Dark, Zany, Javier1515, JPSalas, Gtxjoe, Shoopity",1.1,sman_261,
Spider-Man - VR Room (Stern 2007),Spider-Man - VR Room (Stern 2007),Spider-Man - VR Room (Stern 2007),,Stern,2007,4,SS,,Licensed - Comics - Superheroes,http://www.ipdb.org/machine.cgi?id=5237,5237,,Steve Ritchie,"Senseless, Alessio, 3rdaxis, Stuzza, Caligula",1.0,sman_261,
Spider-Man (Vault Edition) (Stern 2016),Spider-Man (Vault Edition) (Stern 2016),Spider-Man (Vault Edition) (Stern 2016),,Stern,2016,4,SS,,Licensed - Comics - Superheroes,http://www.ipdb.org/machine.cgi?id=6328,6328,,Steve Ritchie,Alessio,2.2,smanve_101,
Spider-Man Classic (Original 2020),Spider-Man Classic (Original 2020),Spider-Man Classic (Original 2020),,Original,2020,4,SS,,Licensed - Comics - Superheroes,Not Available,,,?,"Siggi, Alessio, Thalamus, Robertms, Kds70",1.2.1,sman_261,
Spider-Man Classic (Vault Edition) (Stern 2016),Spider-Man Classic (Vault Edition) (Stern 2016),Spider-Man Classic (Vault Edition) (Stern 2016),,Stern,2016,4,SS,,Licensed - Comics - Superheroes,Not Available,,,?,"Siggi, Alessio, Thalamus, Robertms, Kds70",1.2.1,smanve_101,
Spin Out (Gottlieb 1975),Spin Out (Gottlieb 1975),Spin Out (Gottlieb 1975),,Gottlieb,1975,1,EM,,Sports - Auto Racing,http://www.ipdb.org/machine.cgi?id=2286,2286,,Ed Krynski,"Loserman76, GreyWolf, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog, Pbecker1946",1.0a,,
Spin Wheel (Gottlieb 1968),Spin Wheel (Gottlieb 1968),Spin Wheel (Gottlieb 1968),,Gottlieb,1968,4,EM,,Happiness - Games,https://www.ipdb.org/machine.cgi?id=2287,2287,,Ed Krynski,"Loserman76, Bord",1.0d,,
Spin-A-Card (Gottlieb 1969),Spin-A-Card (Gottlieb 1969),Spin-A-Card (Gottlieb 1969),,Gottlieb,1969,1,EM,,Cards - Gambling,http://www.ipdb.org/machine.cgi?id=2288,2288,,Ed Krynski,"Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog",1.0a,,
Spinning Wheel (Automaticos 1970),Spinning Wheel (Automaticos 1970),Spinning Wheel (Automaticos 1970),,Automaticos,1970,1,EM,,,https://www.ipdb.org/machine.cgi?id=6402,6402,,?,"JPSalas, Pedator, Stat",1.0.2,,
Spirit (Gottlieb 1982),Spirit (Gottlieb 1982),Spirit (Gottlieb 1982),,Gottlieb,1982,4,SS,,Supernatural,http://www.ipdb.org/machine.cgi?id=2292,2292,,John Trudeau,"Dozer, Luvthatapex, Moonchild, Destruk",1.4,spirit,
Spirit of 76 (Gottlieb 1975),Spirit of 76 (Gottlieb 1975),Spirit of 76 (Gottlieb 1975),,Gottlieb,1975,4,EM,,Historical,http://www.ipdb.org/machine.cgi?id=2293,2293,,Wayne Neyens,"Loserman76, Allknowing2012, Wildman",1.0,,
Spongebob (Original 2020),Spongebob (Original 2020),Spongebob (Original 2020),,Original,2020,4,SS,,,Not Available,,,?,"Davor Lipovac, 32assassin, Stevegooner123",1.1,fathom,
Spot A Card (Gottlieb 1960),Spot A Card (Gottlieb 1960),Spot A Card (Gottlieb 1960),,Gottlieb,1960,1,EM,,Cards - Gambling,https://www.ipdb.org/machine.cgi?id=2318,2318,,Wayne Neyens,Loserman76,1.0,,
Spot Pool (Gottlieb 1976),Spot Pool (Gottlieb 1976),Spot Pool (Gottlieb 1976),,Gottlieb,1976,1,EM,,Billiards,https://www.ipdb.org/machine.cgi?id=2316,2316,,Ed Krynski,"Loserman76, GNance",1.0,,
Spring Break (Gottlieb 1987),Spring Break (Gottlieb 1987),Spring Break (Gottlieb 1987),,Gottlieb,1987,4,SS,,Aquatic Fun - Happiness,http://www.ipdb.org/machine.cgi?id=2324,2324,,John Trudeau,"Balater, 32assassin",1.03,sprbreak,
Spy Hunter (Bally 1984),Spy Hunter (Bally 1984),Spy Hunter (Bally 1984),,Bally,1984,4,SS,,Adventure,http://www.ipdb.org/machine.cgi?id=2328,2328,,Greg Kmiec,32assassin,1.4,spyhuntr,
Star Gazer (Stern 1980),Star Gazer (Stern 1980),Star Gazer (Stern 1980),,Stern,1980,4,SS,,Horoscope - Astrology,http://www.ipdb.org/machine.cgi?id=2346,2346,,Brian Poklacki,Daryl,1.0,stargzr,
Star Gazer (Stern 1980),Star Gazer (Stern 1980),Star Gazer (Stern 1980),,Stern,1980,4,SS,,Horoscope - Astrology,http://www.ipdb.org/machine.cgi?id=2346,2346,,Brian Poklacki,"Siggi, Allknowing",1.0,stargzr,
Star Light (Williams 1984),Star Light (Williams 1984),Star Light (Williams 1984),,Williams,1984,4,SS,,Outer Space - Fantasy - Wizardry,http://www.ipdb.org/machine.cgi?id=2362,2362,,Barry Oursler,"Bord, Loafer, Honey Badger, 32assassin, Rothbauerw, nFozzy",1.0,strlt_l1,
Star Mission (Durham 1977),Star Mission (Durham 1977),Star Mission (Durham 1977),,Durham,1977,,EM,,,Not Available,,,?,"Onemanproject, Gtxjoe",1.3,,
Star Race (Gottlieb 1980),Star Race (Gottlieb 1980),Star Race (Gottlieb 1980),,Gottlieb,1980,4,SS,,,http://www.ipdb.org/machine.cgi?id=2353,2353,,John Buras,Balater,1.10,starrace,
Star Trek (Bally 1979),Star Trek (Bally 1979),Star Trek (Bally 1979),,Bally,1979,4,SS,,Licensed Theme - Outer Space,http://www.ipdb.org/machine.cgi?id=2355,2355,,Gary Gayton,"Rothbauerw, JPSalas, Wrd1972, 32assassin, Popotte, HauntFreaks, nFozzy, Ninuzzu, HMLF",1.4.2,startreb,
Star Trek (Bally 1979),Star Trek (Bally 1979),Star Trek (Bally 1979),,Bally,1979,4,SS,,Licensed Theme - Outer Space,http://www.ipdb.org/machine.cgi?id=2355,2355,,Gary Gayton,"Gtxjoe, Rothbauerw, JPSalas, Popotte, 32assassin",1.0,startreb,
Star Trek (Gottlieb 1971),Star Trek (Gottlieb 1971),Star Trek (Gottlieb 1971),,Gottlieb,1971,1,EM,,Outer Space - Fantasy,http://www.ipdb.org/machine.cgi?id=2354,2354,,Steve Ritchie,BorgDog,1.1,,
Star Trek (Enterprise Limited Edition) (Stern 2013),Star Trek (Enterprise Limited Edition) (Stern 2013),Star Trek (Enterprise Limited Edition) (Stern 2013),,Stern,2013,4,SS,,Licensed Theme - Outer Space - Science Fiction - Space Fantasy,http://www.ipdb.org/machine.cgi?id=6046,6046,,Steve Ritchie,"Arconovum, nFozzy, JesperPark, ClarkKent, Wrd1972, Rothbauer, Knorr, Zany, Dark, Ninuzzu",1.0 FSS Rev. R2.5,st_162h,
Star Trek (Enterprise Limited Edition) (Stern 2013),Star Trek (Enterprise Limited Edition) (Stern 2013),Star Trek (Enterprise Limited Edition) (Stern 2013),,Stern,2013,4,SS,,Licensed Theme - Outer Space - Science Fiction - Space Fantasy,http://www.ipdb.org/machine.cgi?id=6046,6046,,Steve Ritchie,"nFozzy, JesperPark, Clark Kent, Wrd1972, Rothbauer, Zany, Dark, Knorr, Ninuzzu",1.01,st_162h,
Star Trek (Enterprise Limited Edition) (Stern 2013),Star Trek (Enterprise Limited Edition) (Stern 2013),Star Trek (Enterprise Limited Edition) (Stern 2013),,Stern,2013,4,SS,,Licensed Theme - Outer Space - Science Fiction - Space Fantasy,http://www.ipdb.org/machine.cgi?id=6046,6046,,Steve Ritchie,"Hanibal, freneticamnesic",1.9,st_162h,
Star Trek (Enterprise Limited Edition) (Stern 2013),Star Trek (Enterprise Limited Edition) (Stern 2013),Star Trek (Enterprise Limited Edition) (Stern 2013),,Stern,2013,4,SS,,Licensed Theme - Outer Space - Science Fiction - Space Fantasy,http://www.ipdb.org/machine.cgi?id=6046,6046,,Ed Krynski,Neo,1.0,st_162h,
Star Trek 25th Anniversary (Data East 1991),Star Trek 25th Anniversary (Data East 1991),Star Trek 25th Anniversary (Data East 1991),,Data East,1991,,SS,,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=2356,2356,,"Joe Kaminkow, Ed Cebula","32assassin, JPSalas, Grizz, Hassanchop, Bord, Borgdog",1.0.5,trek_201,
Star Trek The Next Generation (Williams 1993),Star Trek The Next Generation (Williams 1993),Star Trek The Next Generation (Williams 1993),,Williams,1993,4,SS,,Licensed Theme - Outer Space,http://www.ipdb.org/machine.cgi?id=2357,2357,,Steve Ritchie,"Bigus1, Knorr, ClarkKent",1.0,sttng_l7,
Star Trek The Next Generation (Williams 1993),Star Trek The Next Generation (Williams 1993),Star Trek The Next Generation (Williams 1993),,Williams,1993,4,SS,,Licensed Theme - Outer Space,http://www.ipdb.org/machine.cgi?id=2357,2357,,Steve Ritchie,"Arconovum, Knorr, ClarkKent",1.2 FSS Rev. R2.5,sttng_l7,
Star Trek The Next Generation (Williams 1993),Star Trek The Next Generation (Williams 1993),Star Trek The Next Generation (Williams 1993),,Williams,1993,4,SS,,Licensed Theme - Outer Space,http://www.ipdb.org/machine.cgi?id=2357,2357,,Steve Ritchie,"Knorr, ClarkKent, Mjr, Zany, Ninuzzo, Flupper, Arngrim, Fuzzel, Toxie, CalleV, Rothbauer",1.4.1,sttng_l7,
Star Trek The Next Generation (Williams 1993),Star Trek The Next Generation (Williams 1993),Star Trek The Next Generation (Williams 1993),,Williams,1993,4,SS,,Licensed Theme - Outer Space,http://www.ipdb.org/machine.cgi?id=2357,2357,,Steve Ritchie,"Delta6014, Knorr, ClarkKent",1.4b,sttng_l7,
Star Trek The Next Generation (Williams 1993),Star Trek The Next Generation (Williams 1993),Star Trek The Next Generation (Williams 1993),,Williams,1993,4,SS,,Licensed Theme - Outer Space,http://www.ipdb.org/machine.cgi?id=2357,2357,,Steve Ritchie,"RustyCardores, Knorr","1.2, 1.1",sttng_l7,
Star Wars (Data East 1992),Star Wars (Data East 1992),Star Wars (Data East 1992),,Data East,1992,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=2358,2358,,John Borg,"Delta6014, DJRobX",1.0,stwr_a14,
Star Wars (Data East 1992),Star Wars (Data East 1992),Star Wars (Data East 1992),,Data East,1992,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=2358,2358,,John Borg,"Arconovum, Dids666, DjRobX, Neo, nFozzy, Flupper1, Dark, Ninuzzu, Draifet, Alistaircg",1.0 FSS Rev. R2.5,stwr_a14,
Star Wars (Data East 1992),Star Wars (Data East 1992),Star Wars (Data East 1992),,Data East,1992,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=2358,2358,,John Borg,"Dids666, DJRobX, Neo, nFozzy, Flupper, Dark, Ninuzzu, Draifet, Alistaircg",1.5.1,stwr_a14,
Star Wars (Original 1978),Star Wars (Original 1978),Star Wars (Original 1978),,Original,1978,,SS,,Outer Space - Science Fiction - Space Fantasy,Not Available,,,David Hankin,BorgDog,1.2,,
Star Wars (Sonic 1987),Star Wars (Sonic 1987),Star Wars (Sonic 1987),,Sonic,1987,4,SS,,Outer Space - Science Fiction - Space Fantasy,http://www.ipdb.org/machine.cgi?id=4513,4513,,David Hankin,"Mfuegemann, Akiles5000, Tab, Dark, GtxJoe",1.1,sonstwar,
Star Wars - Battle Of Endor (Original 2019),Star Wars - Battle Of Endor (Original 2019),Star Wars - Battle Of Endor (Original 2019),,Original,2019,4,SS,,,Not Available,,,,"Shamrock1980, Siggi, JPSalas",1.1,alpok_l6,
Star Wars - The Empire Strikes Back (Hankin 1980),Star Wars - The Empire Strikes Back (Hankin 1980),Star Wars - The Empire Strikes Back (Hankin 1980),,Hankin,1980,4,SS,,Licensed Theme,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=2868,2868,,?,"32assassin, Francisco666, Arngrim",1.4,,
Star Wars - The Empire Strikes Back (Hankin 1980),Star Wars - The Empire Strikes Back (Hankin 1980),Star Wars - The Empire Strikes Back (Hankin 1980),,Hankin,1980,4,SS,,Licensed Theme,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=2868,2868,,?,"Xenonph, 32assassin, Francisco666, Arngrim, Flupper, , Thalamus, Allknowing2012, Gtxjoe, DjRobX, Stat, nFozzy. Slydog43",2.3,,
Star Wars Redux (Original 2019),Star Wars Redux (Original 2019),Star Wars Redux (Original 2019),,Original,2019,2,SS,,Outer Space - Science Fiction - Space Fantasy,Not Available,,,?,"Borgdog, HauntFreaks, Sliderpoint, Bord, Rothbauerw",1.0,,
Star Wars Trilogy (Sega 1997),Star Wars Trilogy (Sega 1997),Star Wars Trilogy (Sega 1997),,Sega,1997,6,SS,,Licensed - Outer Space,http://www.ipdb.org/machine.cgi?id=4054,4054,,"Joe Kaminkow, Joe Balcer","32assassin, Fuzzel",.999,swtril43,
Star Wars Trilogy (Sega 1997),Star Wars Trilogy (Sega 1997),Star Wars Trilogy (Sega 1997),,Sega,1997,6,SS,,Licensed - Outer Space,http://www.ipdb.org/machine.cgi?id=4054,4054,,"Joe Kaminkow, Joe Balcer","Hanibal, JPSalas",1.6,swtril43,
Star-Jet (Bally 1963),Star-Jet (Bally 1963),Star-Jet (Bally 1963),,Bally,1963,2,EM,,Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?id=2347,2347,,Ted Zale,"Bord, Rothbauerw, Popotte",1.0,,
Stardust (Williams 1971),Stardust (Williams 1971),Stardust (Williams 1971),,Williams,1971,4,EM,,Happiness - Dancing,https://www.ipdb.org/machine.cgi?id=2359,2359,,Norm Clark,"JPSalas, Stat, RetroM4n",1.0.3,,
Stargate (Gottlieb 1995),Stargate (Gottlieb 1995),Stargate (Gottlieb 1995),,Gottlieb,1995,4,SS,,Outer Space - Myth and Legend,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=2847,2847,,"Ray Tanzer, Jon Norris","JLouLoulou, 32assassin, Thalamus, JPJ, Fleep, Rothbauerw, DjRobX, Arngrim, Fuzzel, Rascal, Chucky87, Mat",1.3.0,,
Stars (Stern 1978),Stars (Stern 1978),Stars (Stern 1978),,Stern,1978,4,SS,,Outer Space - Space Exploration,http://www.ipdb.org/machine.cgi?id=2366,2366,,Steve Kirk,"32assassin, Francisco666",0.9.0.3,stars,
Starship Troopers (Sega 1997),Starship Troopers (Sega 1997),Starship Troopers (Sega 1997),,Sega,1997,6,SS,,Space - Aliens - Sci-Fi Movie - Licensed Theme,http://www.ipdb.org/machine.cgi?id=4341,4341,,Joe Balcer,"Goldchicco, Tab, DevaL, Arrestis, Teppotee, DJRobX, Jasiel Estrada, TeppoTee, Arngrim, Thalamus",1.3,startrp,
Starship Troopers (Sega 1997),Starship Troopers (Sega 1997),Starship Troopers (Sega 1997),,Sega,1997,6,SS,,Space - Aliens - Sci-Fi Movie - Licensed Theme,http://www.ipdb.org/machine.cgi?id=4341,4341,,Joe Balcer,"DevaL, Tab",1.0,startrp,
Starship Troopers (Sega 1997),Starship Troopers (Sega 1997),Starship Troopers (Sega 1997),,Sega,1997,6,SS,,Space - Aliens - Sci-Fi Movie - Licensed Theme,http://www.ipdb.org/machine.cgi?id=4341,4341,,Joe Balcer,"EMBee, Sixtoe, Thalamus, 32assassin, JPSalas, Vogliadicane, Knorr, Schreibi34, Flupper, Zany, Dark, Destruk, Tab, TheManFromPost, Deval, DJRobX",2.0,startrp,
Stellar Airship (Geiger 1979),Stellar Airship (Geiger 1979),Stellar Airship (Geiger 1979),,Geiger,1979,4,SS,,Fantasy - Outer Space,http://www.ipdb.org/machine.cgi?id=4016,4016,,?,"Tom, Tab, ScottyVH, Thalamus, Mlager8, Randr",1.0,,
Stephen King's Children of the Corn (Original 2019),Stephen King's Children of the Corn (Original 2019),Stephen King's Children of the Corn (Original 2019),,Original,2019,4,SS,,,Not Available,,,?,"Ivantba, 32assassin",1.0,tmfnt_l5,
Stephen King's Pet Sematary (Original 2019),Stephen King's Pet Sematary (Original 2019),Stephen King's Pet Sematary (Original 2019),,Original,2019,4,SS,,,Not Available,,,?,"Ivantba, Bord",1.0,dracula,
Stephen King's Sleepwalkers (Original 2019),Stephen King's Sleepwalkers (Original 2019),Stephen King's Sleepwalkers (Original 2019),,Original,2019,4,SS,,,Not Available,,,?,"Ivantba, JPSalas, MajorFrenchy",1.0,sharkt,
Stephen King's The Running Man (Original 2019),Stephen King's The Running Man (Original 2019),Stephen King's The Running Man (Original 2019),,Original,2019,4,SS,,,Not Available,,,?,"Ivantba, JPSalas",1.0,cheetah,
Still Crazy (Williams 1984),Still Crazy (Williams 1984),Still Crazy (Williams 1984),,Williams,1984,1,SS,,American History - Hillbillies - Rural Living,https://www.ipdb.org/machine.cgi?id=3730,3730,,"Eric Erickson, Dan Langlois",Mfuegemann,1.1,scrzy_l1,
Stingray (Stern 1977),Stingray (Stern 1977),Stingray (Stern 1977),,Stern,1977,4,SS,,Scuba Diving - Water Sports,http://www.ipdb.org/machine.cgi?id=2377,2377,,"Roger Sharpe, Sam Stern, Mike Kubin","Bord, Cryptdoctor21, 32assassin, nFozzy, Rothbauerw",1.0,,
Stingray (Stern 1977),Stingray (Stern 1977),Stingray (Stern 1977),,Stern,1977,4,SS,,Scuba Diving - Water Sports,http://www.ipdb.org/machine.cgi?id=2377,2377,,"Roger Sharpe, Sam Stern, Mike Kubin","32assassin, Cryptdoctor21, Francisco666",1.0.1,stingray,
Stock Car (Gottlieb 1970),Stock Car (Gottlieb 1970),Stock Car (Gottlieb 1970),,Gottlieb,1970,1,EM,,Auto Racing,https://www.ipdb.org/machine.cgi?id=2378,2378,,Ed Krynski,"Loserman76, Dazz, Bord",1.0,,
Straight Flush (Williams 1970),Straight Flush (Williams 1970),Straight Flush (Williams 1970),,Williams,1970,1,EM,,Playing Cards - Poker,http://www.ipdb.org/machine.cgi?id=2393,2393,,Norm Clark,"JPSalas, Stat, Bigus1",1.0.1,,
Strange Science (Bally 1986),Strange Science (Bally 1986),Strange Science (Bally 1986),,Bally,1986,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=2396,2396,,Dan Langlois,"AgentEighty6, BrandonLaw, Bord, Destruk, Jturner, nFozzy, Flupper, Ninuzzu, Bigus1",1.0.2,strngsci,
Strange World (Gottlieb 1978),Strange World (Gottlieb 1978),Strange World (Gottlieb 1978),,Gottlieb,1978,1,EM,,Outer Space - Fantasy,http://www.ipdb.org/machine.cgi?id=2397,2397,,John Osborne,"Loserman76, Humid, Wildman, JPSalas",1.0,,
Strange World (Gottlieb 1978),Strange World (Gottlieb 1978),Strange World (Gottlieb 1978),,Gottlieb,1978,1,EM,,Outer Space - Fantasy,http://www.ipdb.org/machine.cgi?id=2397,2397,,John Osborne,Arconovum,1.0 FSS Rev. R2.5,,
Stranger Things - Stranger Edition (Original 2018),Stranger Things - Stranger Edition (Original 2018),Stranger Things - Stranger Edition (Original 2018),,Original,2018,4,SS,,,Not Available,,,ScottyWic,"Scottywic, Scottywic's wife, Nailbuster, TerryRed, TomTower, Ninuzzu, DjRobX, JPSalas, Flupper, Lauminet, Jrsprad, Stat, HauntFreaks, Ryan H",1.47 OSB,,
Street Fighter II (Gottlieb 1993),Street Fighter II (Gottlieb 1993),Street Fighter II (Gottlieb 1993),,Gottlieb,1993,4,SS,,Martial Arts,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=2403,2403,,"Ray Tanzer, Mike Vettros, Bill Parker, Jon Norris","Hawkeyez88, Hursty",1.0,sfight2,
Street Fighter II (Gottlieb 1993),Street Fighter II (Gottlieb 1993),Street Fighter II (Gottlieb 1993),,Gottlieb,1993,4,SS,,Martial Arts,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=2403,2403,,"Ray Tanzer, Mike Vettros, Bill Parker, Jon Norris","Roccodimarco, JPSalas, Teppotee, DarthMarino",1.2,sfight2,
Streets Of Rage (Original 2018),Streets Of Rage (Original 2018),Streets Of Rage (Original 2018),,Original,2018,,SS,,,Not Available,,,?,"Ivantba, Pinwizkid",1.3,,
Strike Master (Williams 1991),Strike Master (Williams 1991),Strike Master (Williams 1991),,Williams,1991,,SS,,Arcade - Bowler,https://www.arcade-museum.com/game_detail.php?game_id=17784,17784,,?,"Rascal, Wildman",1.0,strik_l4,
Strike Zone (Williams 1984),Strike Zone (Williams 1984),Strike Zone (Williams 1984),,Williams,1984,,SS,,Arcade - Bowler,https://www.arcade-museum.com/game_detail.php?game_id=17785,17785,,?,Rascal,1.0,szone_l5,
Striker (Gottlieb 1982),Striker (Gottlieb 1982),Striker (Gottlieb 1982),,Gottlieb,1982,4,SS,,Sports - Soccer,http://www.ipdb.org/machine.cgi?id=2405,2405,,John Trudeau,"Arconovum, Kalavera3, 32assassin",1.1 FSS Rev. R2.5,striker,
Striker (Gottlieb 1982),Striker (Gottlieb 1982),Striker (Gottlieb 1982),,Gottlieb,1982,4,SS,,Sports - Soccer,http://www.ipdb.org/machine.cgi?id=2405,2405,,John Trudeau,"Kalavera3, 32assassin, Dboyrecord, Tab, Thalamus, Inkochnito, Stat",1.0.3,striker,
Striker Xtreme (Stern 2000),Striker Xtreme (Stern 2000),Striker Xtreme (Stern 2000),,Stern,2000,4,SS,,Sports - Soccer,http://www.ipdb.org/machine.cgi?id=4459,4459,,?,"32assassin, Sliderpoint, Kalabera3",beta,strikext,
Striker Xtreme (Stern 2000),Striker Xtreme (Stern 2000),Striker Xtreme (Stern 2000),,Stern,2000,4,SS,,Sports - Soccer,http://www.ipdb.org/machine.cgi?id=4459,4459,,?,"Kalavera, Sliderpoint, Xenonph, Thalamus, 32assassins, JPSalas, Juan Pablo",2.0,strikext,
Strikes 'N Spares (Gottlieb 1995),Strikes 'N Spares (Gottlieb 1995),Strikes 'N Spares (Gottlieb 1995),,Gottlieb,1995,4,SS,,Bowling,http://www.ipdb.org/machine.cgi?id=4336,4336,,"Ray Tanzer, John Buras","32assassin, Mfuegemann",0.9,snspares,
Strikes and Spares (Bally 1978),Strikes and Spares (Bally 1978),Strikes and Spares (Bally 1978),,Bally,1978,4,SS,,Sports - Bowling,http://www.ipdb.org/machine.cgi?id=2406,2406,,Gary Gayton,"Addestratore, 32assassin, iDigStuff, OneVox, Hirez00",1.0,stk_sprs,
Strikes and Spares (Bally 1978),Strikes and Spares (Bally 1978),Strikes and Spares (Bally 1978),,Bally,1978,4,SS,,Sports - Bowling,http://www.ipdb.org/machine.cgi?id=2406,2406,,Gary Gayton,"32assassin, F. McKinnon",1.2,stk_sprs,
Student Prince (Williams 1968),Student Prince (Williams 1968),Student Prince (Williams 1968),,Williams,1968,4,EM,,Operetta - Musical,https://www.ipdb.org/machine.cgi?id=2408,2408,,Steve Kordek,"-=Kees=-, Leon Spalding",1.00,,
Sultan (Taito do Brasil 1978),Sultan (Taito do Brasil 1978),Sultan (Taito do Brasil 1978),,Taito do Brasil,1978,4,SS,,,https://www.ipdb.org/machine.cgi?id=5009,5009,,?,"JPsalas, Carlos Guizzo, Editoy, Tio Italo, Akiles50000, Kruge99, Pinuck, Mick67, Popotte, HauntFreaks, Pmax65",2.0.0,sinbadn,
Super Bowl (Bell Games 1984),Super Bowl (Bell Games 1984),Super Bowl (Bell Games 1984),,Bell Games,1984,4,SS,,Sports - American Football - Tic-Tac-Toe,http://www.ipdb.org/machine.cgi?id=3399,3399,,?,32assassin,.9,suprbowl,
Super Mario Bros. (Gottlieb 1992),Super Mario Bros. (Gottlieb 1992),Super Mario Bros. (Gottlieb 1992),,Gottlieb,1992,4,SS,,Celebrities - Fictional - Licensed theme,http://www.ipdb.org/machine.cgi?id=2435,2435,,Jon Norris,"Ninuzzu, Tom Tower",1.3,smb,
Super Mario Bros. Mushroom World (Gottlieb 1992),Super Mario Bros. Mushroom World (Gottlieb 1992),Super Mario Bros. Mushroom World (Gottlieb 1992),,Gottlieb,1992,4,SS,,,http://www.ipdb.org/machine.cgi?id=3427,3427,,Ray Tanzer,"32assassin, Edizzle, Franzieo, Dark",1.0,smbmush,
Super Nova (Game Plan 1980),Super Nova (Game Plan 1980),Super Nova (Game Plan 1980),,Game Plan,1980,4,SS,,Outer Space,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=2436,2436,,Al Gregg,"HSM, Gtxjoe, Xenonph, JPSalas, Ninuzzu, Kalavera",1.0b,suprnova,
Super Soccer (Gottlieb 1975),Super Soccer (Gottlieb 1975),Super Soccer (Gottlieb 1975),,Gottlieb,1975,4,EM,,Sports - Soccer,http://www.ipdb.org/machine.cgi?id=2443,2443,,Ed Krynski,"Loserman76, Tamoore, CarlosGuizzo",1.0b,,
Super Spin (Gottlieb 1977),Super Spin (Gottlieb 1977),Super Spin (Gottlieb 1977),,Gottlieb,1977,2,EM,,Fantasy - Recreation,http://www.ipdb.org/machine.cgi?id=2445,2445,,Ed Krynski,"Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.0,,
Super Star (Williams 1972),Super Star (Williams 1972),Super Star (Williams 1972),,Williams,1972,1,EM,,Music - Singing,https://www.ipdb.org/machine.cgi?id=2446,2446,,Steve Kordek,"JPSalas, Halen, Albert, Stat",1.0.1,,
Super Straight (Sonic 1977),Super Straight (Sonic 1977),Super Straight (Sonic 1977),,Sonic,1977,4,EM,,Playing Cards - Poker,http://www.ipdb.org/machine.cgi?id=2449,2449,,?,"Updon, Randr, BorgDog, Loserman76",1.4,,
