GameFileName,GameName,GameDisplay,MediaSearch,Manufact,GameYear,NumPlayers,GameType,Category,GameTheme,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,Rom,Tags
Superman (Atari 1979),Superman (Atari 1979),Superman (Atari 1979),,Atari,1979,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2454,2454,,Steve Ritchie,"32assassin, Tomasaco, Amgrim",1.0,superman,
Superman - The Animated Series (Original 2020),Superman - The Animated Series (Original 2020),Superman - The Animated Series (Original 2020),,Original,2020,,EM,,,Not Available,,,?,"Dunriwikan45, John Memeo",4.0,,
Supersonic (Bally 1979),Supersonic (Bally 1979),Supersonic (Bally 1979),,Bally,1979,4,SS,,Aircraft - Historical - Travel,http://www.ipdb.org/machine.cgi?id=2455,2455,,Greg Kmiec,"JPSalas, Martin Brunker, Inkochnito",1.0.0,sst,
Sure Shot (Gottlieb 1976),Sure Shot (Gottlieb 1976),Sure Shot (Gottlieb 1976),,Gottlieb,1976,1,EM,,Billiards,http://www.ipdb.org/machine.cgi?id=2457,2457,,Ed Krynski,"Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim",1.0,,
Sure Shot (Taito do Brasil 1981),Sure Shot (Taito do Brasil 1981),Sure Shot (Taito do Brasil 1981),,Taito do Brasil,1981,4,SS,,Billiards,http://www.ipdb.org/machine.cgi?id=4574,4574,,Ed Krynski,"Bord, HauntFreaks, JP Salas, Carlos Guizzo, DanielZ, Akiles50000",1.0,sureshot,
Sure Shot (Taito do Brasil 1981),Sure Shot (Taito do Brasil 1981),Sure Shot (Taito do Brasil 1981),,Taito do Brasil,1981,4,SS,,Billiards,http://www.ipdb.org/machine.cgi?id=4574,4574,,Ed Krynski,"JPSalas, Carlos Guizzo, Bord",2.0.0,sureshot,
Surf 'n Safari (Gottlieb 1991),Surf 'n Safari (Gottlieb 1991),Surf 'n Safari (Gottlieb 1991),,Gottlieb,1991,4,SS,,Amusement Park - Water - Safari,http://www.ipdb.org/machine.cgi?id=2461,2461,,Jon Norris,"Kiwi, JPSalas, Dboyrecords, Arngrim, Akiles50000, Bent98, Knorr, Destruk, Jodannar, Zany, Ben Logan, Stat, HauntFreaks, Cyberpez, Gtxjoe",1.2.0,surfnsaf,
Surf Champ (Gottlieb 1976),Surf Champ (Gottlieb 1976),Surf Champ (Gottlieb 1976),,Gottlieb,1976,4,EM,,Sports - Water Sports - Happiness - Recreation - Surfing - Swimming,http://www.ipdb.org/machine.cgi?id=2459,2459,,Ed Krynski,"Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim",1.0,,
Surf Side (Gottlieb 1967),Surf Side (Gottlieb 1967),Surf Side (Gottlieb 1967),,Gottlieb,1967,2,EM,,Nautical - Sailing - Swimming - Water Sports - Happiness,https://www.ipdb.org/machine.cgi?id=2464,2464,,Ed Krynski,"Loserman76, GNance, Bladeof",1.0d,,
Surfer (Gottlieb 1976),Surfer (Gottlieb 1976),Surfer (Gottlieb 1976),,Gottlieb,1976,2,EM,,Sports - Water Sports - Happiness - Recreation - Surfing - Swimming,http://www.ipdb.org/machine.cgi?id=2465,2465,,Ed Krynski,"Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim",1.0,,
Swinger (Williams 1972),Swinger (Williams 1972),Swinger (Williams 1972),,Williams,1972,2,EM,,Music - Dancing - People - Singing,https://www.ipdb.org/machine.cgi?id=2485,2485,,Norm Clark,PinPlayer,1.3,,
Swords of Fury (Williams 1988),Swords of Fury (Williams 1988),Swords of Fury (Williams 1988),,Williams,1988,4,SS,,Fantasy - Knights - Wizard - Magic - Medieval,http://www.ipdb.org/machine.cgi?id=2486,2486,,"Steve Kirk, Tony Kraemer","Fripounet, Gtxjoe, Kiwi",1.0,swrds_l2,
Swords of Fury (Williams 1988),Swords of Fury (Williams 1988),Swords of Fury (Williams 1988),,Williams,1988,4,SS,,Fantasy - Knights - Wizard - Magic - Medieval,http://www.ipdb.org/machine.cgi?id=2486,2486,,"Steve Kirk, Tony Kraemer","Sliderpoint, Takut, Wildman",2.1,swrds_l2,
Swords of Fury (Williams 1988),Swords of Fury (Williams 1988),Swords of Fury (Williams 1988),,Williams,1988,4,SS,,Fantasy - Knights - Wizard - Magic - Medieval,http://www.ipdb.org/machine.cgi?id=2486,2486,,"Steve Kirk, Tony Kraemer","HauntFreaks, Takut, Draifet",1.5,swrds_l2,
Swords of Fury (Williams 1988),Swords of Fury (Williams 1988),Swords of Fury (Williams 1988),,Williams,1988,4,SS,,Fantasy - Knights - Wizard - Magic - Medieval,http://www.ipdb.org/machine.cgi?id=2486,2486,,"Steve Kirk, Tony Kraemer",TheGhost787,1.0,,
T.K.O. (Gottlieb 1979),T.K.O. (Gottlieb 1979),T.K.O. (Gottlieb 1979),,Gottlieb,1979,1,EM,,Sports - Boxing,http://www.ipdb.org/machine.cgi?id=4599,4599,,Ed Krynski,"BorgDog, HauntFreaks, Sliderpoint, Itchigo, Pbecker1946, Arngrim",2.0,,
Table Starter (template) (Original 2019),Table Starter (template) (Original 2019),Table Starter (template) (Original 2019),,Original,2019,,EM,,,Not Available,,,?,Fastdraw,1.0.0,,
Tag-Team Pinball (Gottlieb 1985),Tag-Team Pinball (Gottlieb 1985),Tag-Team Pinball (Gottlieb 1985),,Gottlieb,1985,4,SS,,Wrestling,http://www.ipdb.org/machine.cgi?id=2489,2489,,John Trudeau,"Bigus1, Roccodimarco",1.0,tagteam2,
Tag-Team Pinball (Gottlieb 1985),Tag-Team Pinball (Gottlieb 1985),Tag-Team Pinball (Gottlieb 1985),,Gottlieb,1985,4,SS,,Wrestling,http://www.ipdb.org/machine.cgi?id=2489,2489,,John Trudeau,"Roccodimarco, Hmueck, Arngrim, JPSalas, 32assassin",2.1.1,tagteam2,
Tales from the Crypt (Data East 1993),Tales from the Crypt (Data East 1993),Tales from the Crypt (Data East 1993),,Data East,1993,4,SS,,Licensed Theme - Comic Book - Horror,http://www.ipdb.org/machine.cgi?id=2493,2493,,John Borg,"Bigus1, Freneticamnesic, 32assassin",1.3,tftc_400,
Tales from the Crypt (Data East 1993),Tales from the Crypt (Data East 1993),Tales from the Crypt (Data East 1993),,Data East,1993,4,SS,,Licensed Theme - Comic Book - Horror,http://www.ipdb.org/machine.cgi?id=2493,2493,,John Borg,"32assassin, Freneticamnesic, Dark, Skitso, Thalamus",0.9,tftc_303,
Tales from the Crypt (Data East 1993),Tales from the Crypt (Data East 1993),Tales from the Crypt (Data East 1993),,Data East,1993,4,SS,,Licensed Theme - Comic Book - Horror,http://www.ipdb.org/machine.cgi?id=2493,2493,,John Borg,"freneticamnesic, francisco666, polygame",Beta,tftc_303,
Tales of the Arabian Nights (Williams 1996),Tales of the Arabian Nights (Williams 1996),Tales of the Arabian Nights (Williams 1996),,Williams,1996,4,SS,,,http://www.ipdb.org/machine.cgi?id=3824,3824,,John Popadiuk,"Flupper, Rothbauerw, ClarkKent, Randr, Arngrim, JPSalas, Knorr, nFozzy, G5k, Skitso",1.3,totan_14,
Tales of the Arabian Nights (Williams 1996),Tales of the Arabian Nights (Williams 1996),Tales of the Arabian Nights (Williams 1996),,Williams,1996,4,SS,,,http://www.ipdb.org/machine.cgi?id=3824,3824,,John Popadiuk,"Arconovum, Flupper",1.1 FSS Rev. R2.6,totan_14,
Tales of the Arabian Nights (Williams 1996),Tales of the Arabian Nights (Williams 1996),Tales of the Arabian Nights (Williams 1996),,Williams,1996,4,SS,,,http://www.ipdb.org/machine.cgi?id=3824,3824,,John Popadiuk,"JPSalas, Grizz, ClarkKent, Michael Gallo, Randr",2.0.1,totan_14,
Tales of the Arabian Nights (Williams 1996),Tales of the Arabian Nights (Williams 1996),Tales of the Arabian Nights (Williams 1996),,Williams,1996,4,SS,,,http://www.ipdb.org/machine.cgi?id=3824,3824,,John Popadiuk,"Skitso, JPSalas, Wrd1972, Xenonph, Hannibal. Flupper, Thalamus, Draifet, Manolo",1.6,totan_14,
Tales of the Arabian Nights (Williams 1996),Tales of the Arabian Nights (Williams 1996),Tales of the Arabian Nights (Williams 1996),,Williams,1996,4,SS,,,http://www.ipdb.org/machine.cgi?id=3824,3824,,John Popadiuk,"Hanibal, Flupper, JP Salas",1.4,totan_14,
Tales of the Arabian Nights - VR Room (Williams 1996),Tales of the Arabian Nights - VR Room (Williams 1996),Tales of the Arabian Nights - VR Room (Williams 1996),,Williams,1996,4,SS,,,http://www.ipdb.org/machine.cgi?id=3824,3824,,John Popadiuk,"Flupper, Rothbauerw, ClarkKent, Randr, Arngrim, JPSalas, Knorr, nFozzy, G5k, Skitso, Benoit Rogez, Saeed Khalili, Juan Milanese",1.3,totan_14,
Tam-Tam (Playmatic 1975),Tam-Tam (Playmatic 1975),Tam-Tam (Playmatic 1975),,Playmatic,1975,1,EM,,,https://www.ipdb.org/machine.cgi?id=2496,2496,,?,"Loserman76, Akiles50000, JPSalas",1.0a,,
Target Alpha (Gottlieb 1976),Target Alpha (Gottlieb 1976),Target Alpha (Gottlieb 1976),,Gottlieb,1976,4,EM,,Outer Space Fantasy,http://www.ipdb.org/machine.cgi?id=2500,2500,,Ed Krynski,"Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.0a,,
Target Alpha (Gottlieb 1976),Target Alpha (Gottlieb 1976),Target Alpha (Gottlieb 1976),,Gottlieb,1976,4,EM,,Outer Space Fantasy,http://www.ipdb.org/machine.cgi?id=2500,2500,,Ed Krynski,BorgDog,0.95 prerelease,,
Target Pool (Gottlieb 1969),Target Pool (Gottlieb 1969),Target Pool (Gottlieb 1969),,Gottlieb,1969,1,EM,,Billiards,https://www.ipdb.org/machine.cgi?id=2502,2502,,Ed Krynski,Loserman76,1.0,,
Taxi (Williams 1988),Taxi (Williams 1988),Taxi (Williams 1988),,Williams,1988,4,SS,,Automobiles - Transportation,http://www.ipdb.org/machine.cgi?id=2505,2505,,Mark Ritchie,ICPjuggla,1.2,taxi_l4,
Taxi - VR Room (Williams 1988),Taxi - VR Room (Williams 1988),Taxi - VR Room (Williams 1988),,Williams,1988,4,SS,,Automobiles - Transportation,http://www.ipdb.org/machine.cgi?id=2505,2505,,Mark Ritchie,"Senseless, ICPjuggla, Dark, Mfuegemann, Ben Logan, 3rdaxis, Caligula",1.0.2,taxi_l4,
Team America World Police (Original 2019),Team America World Police (Original 2019),Team America World Police (Original 2019),,Original,2019,,SS,,,Not Available,,,,"Charlieshakur, RichnDarla Johns",1.1,,
Team One (Gottlieb 1977),Team One (Gottlieb 1977),Team One (Gottlieb 1977),,Gottlieb,1977,1,EM,,Sports - Soccer - Futbol,https://www.ipdb.org/machine.cgi?id=2507,2507,,Jeff Brenner,"Loserman76, Wildman",1.0a,,
Tee'd Off (Gottlieb 1993),Tee'd Off (Gottlieb 1993),Tee'd Off (Gottlieb 1993),,Gottlieb,1993,4,SS,,Sports - Golf,http://www.ipdb.org/machine.cgi?id=2508,2508,,"Ray Tanzer, Jon Norris","Arconovum, Rothbauerw, Dark",1.0.1 FSS Rev. R2.5,teedoff3,
Tee'd Off (Gottlieb 1993),Tee'd Off (Gottlieb 1993),Tee'd Off (Gottlieb 1993),,Gottlieb,1993,4,SS,,Sports - Golf,http://www.ipdb.org/machine.cgi?id=2508,2508,,"Ray Tanzer, Jon Norris","Rothbauerw, Dark, Wrd1972, Kiwi, Ninuzzu, NFozzy, JPSalas",1.2.6,teedoff3,
Teenage Mutant Ninja Turtles (Data East 1991),Teenage Mutant Ninja Turtles (Data East 1991),Teenage Mutant Ninja Turtles (Data East 1991),,Data East,1991,4,SS,,,http://www.ipdb.org/machine.cgi?id=2509,2509,,"Joe Kaminkow, Ed Cebula","Cyberpez, Wrd1972, Roth, Dark, Flupper, HauntFreaks, TheMotherBrain, nFozzy, DJRobX, RustyCardores",1.1,tmnt_104,
Ten Strike Classic (Benchmark Games 1990),Ten Strike Classic (Benchmark Games 1990),Ten Strike Classic (Benchmark Games 1990),,Benchmark Games,1990,,EM,,Arcade - Bowler,https://www.arcade-museum.com/game_detail.php?game_id=18434,18434,,?,Rascal,1.0,,
Terminator 1 TBA Edition (Original 2019),Terminator 1 TBA Edition (Original 2019),Terminator 1 TBA Edition (Original 2019),,Original,2019,,,,,Not Available,,,?,"Ivantba, Lodger",1.0,,
Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),,Williams,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2524,2524,,Steve Ritchie,"Arconovum, 32assassin, Haninal2001",2.5 FSS Rev. R2.5,t2_l8,
Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),,Williams,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2524,2524,,Steve Ritchie,"Bigus1, Hanibal2001, 32assassin",1.2,t2_l8,
Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),,Williams,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2524,2524,,Steve Ritchie,"nFozzy, 32assassin, Tipito, UncleReamus, Dark, Lio, Knorr",1.12a,t2_l8,
Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),,Williams,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2524,2524,,Steve Ritchie,"Hanibal2001, 32assassin",3.2,t2_l8,
Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),,Williams,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2524,2524,,Steve Ritchie,"32assassin, Tipoto, nFozzy",2.2.1,t2_l8,
Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),Terminator 2 Judgment Day (Williams 1991),,Williams,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2524,2524,,Steve Ritchie,"G5k, DJRobX, 32assassin, nFozzy, Resin, Macky, Tom Tower, Ninuzzu",1.1,t2_l8,
Terminator 2 Judgment Day - VR Room (Williams 1991),Terminator 2 Judgment Day - VR Room (Williams 1991),Terminator 2 Judgment Day - VR Room (Williams 1991),,Williams,1991,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2524,2524,,Steve Ritchie,"Senseless, nFozzy, 3rdaxis, Caligula, Malenko",1.0,t2_l8,
Terminator 3 Rise of the Machines (Stern 2003),Terminator 3 Rise of the Machines (Stern 2003),Terminator 3 Rise of the Machines (Stern 2003),,Stern,2003,4,SS,,Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=4787,4787,,Steve Ritchie,"Hanibal2001, Stat, DarthMarino",1.5,term3,
Terminator Salvation (Original 2018),Terminator Salvation (Original 2018),Terminator Salvation (Original 2018),,Original,2018,,SS,,,Not Available,,,?,"Ivantba, JPSalas, Stat",1.4d,,
Texas Poker (Original 2019),Texas Poker (Original 2019),Texas Poker (Original 2019),,Original,2019,,SS,,,Not Available,,,?,"Segovia11, Joseph, Gofton",1.27,,
Texas Ranger (Gottlieb 1972),Texas Ranger (Gottlieb 1972),Texas Ranger (Gottlieb 1972),,Gottlieb,1972,1,EM,,American West - Law Enforcement,https://www.ipdb.org/machine.cgi?id=2527,2527,,Ed Krynski,"Loserman76, GNance, Popote",1.0b,,
The 12 Days of Christmas 2016 (Original 2016),The 12 Days of Christmas 2016 (Original 2016),The 12 Days of Christmas 2016 (Original 2016),,Original,2016,,SS,,,Not Available,,,?,James Wiser,1.0,,
The Addams Family (Bally 1992),The Addams Family (Bally 1992),The Addams Family (Bally 1992),,Bally,1992,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=20,20,,Pat Lawlor,"G5k, Sliderpoint, 3rdaxis, DjRobX, RandR, Slydog43",2.1,taf_l7,
The Addams Family (Bally 1992),The Addams Family (Bally 1992),The Addams Family (Bally 1992),,Bally,1992,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=20,20,,Pat Lawlor,"Arconovum, SliderPoint, Dark, BilBox, 3rdAxis, BorgDog",1.4.1 FSS Rev. R2.5,taf_l7,
The Addams Family - VR (Bally 1992),The Addams Family - VR (Bally 1992),The Addams Family - VR (Bally 1992),,Bally,1992,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=20,20,,Pat Lawlor,"3rdaxis, G5k, Sliderpoint, DjRobX, RandR, Slydog43",TAF 2.1 VR 0.8.9,taf_l7,
The Addams Family Special Collectors Edition (Bally 1994),The Addams Family Special Collectors Edition (Bally 1994),The Addams Family Special Collectors Edition (Bally 1994),,Bally,1994,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=21,21,,Pat Lawlor,Sliderpoint,1.4.1,tafg_lx3,
The Amazing Spider-Man (Gottlieb 1980),The Amazing Spider-Man (Gottlieb 1980),The Amazing Spider-Man (Gottlieb 1980),,Gottlieb,1980,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2285,2285,,Ed Krynski,"BorgDog, GtxJoe",0.9,spiderman7,
The Amazing Spider-Man (Gottlieb 1980),The Amazing Spider-Man (Gottlieb 1980),The Amazing Spider-Man (Gottlieb 1980),,Gottlieb,1980,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2285,2285,,Ed Krynski,"Gtxjoe, Bob5453, Gaston",1.0,spiderman7,
The Amazing Spider-Man (Gottlieb 1980),The Amazing Spider-Man (Gottlieb 1980),The Amazing Spider-Man (Gottlieb 1980),,Gottlieb,1980,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=2285,2285,,Ed Krynski,"Xenonph, GtxJoe, Allknowing2012, Slydog43",1.1,spiderman7,
The Avengers (Pro) (Stern 2012),The Avengers (Pro) (Stern 2012),The Avengers (Pro) (Stern 2012),,Stern,2012,4,SS,,Comics - Fantasy - Licensed Theme,http://www.ipdb.org/machine.cgi?id=5938,5938,,George Gomez,"32assassin, Freneticamnesic, GtxJoe, Rascal, HauntedFreaks, DJRobX",.09.1,avs_170,
The Bally Game Show (Bally 1990),The Bally Game Show (Bally 1990),The Bally Game Show (Bally 1990),,Bally,1990,4,SS,,Comedy - Game Show - TV,http://www.ipdb.org/machine.cgi?id=985,985,,"Dan Langlois, Peter Perry","32assassin, DJRobX",.91,gs_l4,
The Blues Brothers (Original 2020),The Blues Brothers (Original 2020),The Blues Brothers (Original 2020),,Original,2020,4,SS,,Music,Not Available,,,,Marty,1.1,,
The Champion Pub (Bally 1998),The Champion Pub (Bally 1998),The Champion Pub (Bally 1998),,Bally,1998,4,SS,,Sports - Boxing,http://www.ipdb.org/machine.cgi?id=4358,4358,,?,"Mfuegemann, Fuzzel, Dark, Zany",1.2,cp_16,
The Champion Pub - VR Room (Bally 1998),The Champion Pub - VR Room (Bally 1998),The Champion Pub - VR Room (Bally 1998),,Bally,1998,4,SS,,Sports - Boxing,http://www.ipdb.org/machine.cgi?id=4358,4358,,?,"Gear323, Mfuegemann, Fuzzel, Dark, Zany, 3rdaxis, Caligula",1.0,cp_16,
The Delta Force - Chuck Norris (Original 2019),The Delta Force - Chuck Norris (Original 2019),The Delta Force - Chuck Norris (Original 2019),,Original,2019,4,SS,,,Not Available,,,?,"Ivantba, JPSalas",1.0,dollyptb,
The Flash (Original 2018),The Flash (Original 2018),The Flash (Original 2018),,Original,2018,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=871,871,,"? - original table, eventhough another table is used","Onevox, JPSalas, Wildman, HauntFreaks, Vogliadicane, Jim. L",2.0,flash_l1,
The Flash (Limited Edition) (Original 2018),The Flash (Limited Edition) (Original 2018),The Flash (Limited Edition) (Original 2018),,Original,2018,4,SS,,Fantasy,http://www.ipdb.org/machine.cgi?id=871,871,,"? - original table, eventhough another table is used","Onevox, JPSalas, Vogliadicane, Xenonph, HauntFreaks,  DJRobX",1.0,flash_l1,
The Flintstones (Williams 1994),The Flintstones (Williams 1994),The Flintstones (Williams 1994),,Williams,1994,4,SS,,Cartoons - Licensed Theme,http://www.ipdb.org/machine.cgi?id=888,888,,John Trudeau,"Arconovum, G5k, 3rdaxis, DJRobX, Dark, JPSalas, SlyDog, Dave C, Slippifishi, Wob",1.25 FSS Rev. R2.6,fs_lx5,
The Flintstones (Williams 1994),The Flintstones (Williams 1994),The Flintstones (Williams 1994),,Williams,1994,4,SS,,Cartoons - Licensed Theme,http://www.ipdb.org/machine.cgi?id=888,888,,John Trudeau,"G5k, 3rdaxis, DJRobX, Dark, Slippifishi, Wob, JPSalas, Dictabird, Slydog, Dave C",1.25.4,fs_lx5,
The Flintstones (Williams 1994),The Flintstones (Williams 1994),The Flintstones (Williams 1994),,Williams,1994,4,SS,,Cartoons - Licensed Theme,http://www.ipdb.org/machine.cgi?id=888,888,,John Trudeau,"G5k, 3rdaxis, DJRobX, Dark, Slippifishi, Wob, JPSalas, Dictabird, Slydog, Dave C",1.25.4 MOD,fs_lx5,
The Games (Gottlieb 1984),The Games (Gottlieb 1984),The Games (Gottlieb 1984),,Gottlieb,1984,4,SS,,Sports - Olympic Games,http://www.ipdb.org/machine.cgi?id=3391,3391,,John Trudeau,Balater,1.03,,
The Gaston Pinball Machine (Original 2020),The Gaston Pinball Machine (Original 2020),The Gaston Pinball Machine (Original 2020),,Original,2020,,EM,,,Not Available,,,?,Alois,1.0,,
The Getaway High Speed II (Williams 1992),The Getaway High Speed II (Williams 1992),The Getaway High Speed II (Williams 1992),,Williams,1992,4,SS,,Cops - Driving - Police - Speeding,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1000,1000,,Steve Ritchie,"Arconovum, Ganjafarmer, Flupper1, 32assassin, nFozzy, Bassgeige",1.04 FSS Rev. R2.5,gw_l5,
The Getaway High Speed II (Williams 1992),The Getaway High Speed II (Williams 1992),The Getaway High Speed II (Williams 1992),,Williams,1992,4,SS,,Cops - Driving - Police - Speeding,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1000,1000,,Steve Ritchie,"Ganjafarmer, nFozzy, Flupper1, 32assassin, Bassgeige",1.2,gw_l5,
The Getaway High Speed II - VR Room (Williams 1992),The Getaway High Speed II - VR Room (Williams 1992),The Getaway High Speed II - VR Room (Williams 1992),,Williams,1992,4,SS,,Cops - Driving - Police - Speeding,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1000,1000,,Steve Ritchie,"Gear323, Flupper1, 32assassin, Ganjafarmer, nFozzy, 3rdaxis, Caligula",1.0,gw_l5,
The Goonies (Original 2019),The Goonies (Original 2019),The Goonies (Original 2019),,Original,2019,,SS,,,Not Available,,,?,"Javier, Glxb, Highlndr00, Jpinsa, Shaderbytes",1.03,,
The Hustler Pool (Original 2018),The Hustler Pool (Original 2018),The Hustler Pool (Original 2018),,Original,2018,,SS,,Billiards - Pool,Not Available,,,?,Tom Tower,demo,,
The Incredible Hulk (Gottlieb 1979),The Incredible Hulk (Gottlieb 1979),The Incredible Hulk (Gottlieb 1979),,Gottlieb,1979,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=1266,1266,,Ed Krynski,"Borgdog, HauntFreaks, 32assassin, Wildman, Markrock76, Randr, Scottacus, Rothbauerw, Bord",2.0,hulk,
The Incredible Hulk (Gottlieb 1979),The Incredible Hulk (Gottlieb 1979),The Incredible Hulk (Gottlieb 1979),,Gottlieb,1979,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=1266,1266,,Ed Krynski,"Borgdog, HauntFreaks, 32assassin",1.0,hulk,
The Incredible Hulk (Gottlieb 1979),The Incredible Hulk (Gottlieb 1979),The Incredible Hulk (Gottlieb 1979),,Gottlieb,1979,4,SS,,Celebrities - Fictional - Licensed Theme,http://www.ipdb.org/machine.cgi?id=1266,1266,,Ed Krynski,"Schreibi34, 32assassin, Francisco",1.1.1,hulk,
